ags,election_year,turnout,cdu_csu,spd,gruene,fdp,linke_pds,afd,bsw,number_voters,eligible_voters
03159000,2016,0.5402,0.3014,0.347,0.128,0.0437,0.0443,0.0536,,144834,268096
03159000,2021,0.5632,0.2763,0.3266,0.1898,0.0674,0.0414,0.0329,,146654,260413
03241000,1991,0.6589,0.3805,0.4082,0.0403,0.0646,,,,544192,825960
03241000,1996,0.617,0.3779,0.3819,0.1169,0.0451,,,,534454,866275
03241000,2001,0.5226,0.3625,0.4243,0.0914,0.0625,0.0138,,,452617,866129
03241000,2006,0.4696,0.352,0.3973,0.1095,0.0706,,,,414363,882323
03241000,2011,0.4974,0.31,0.3642,0.1894,0.0303,0.0325,,,442063,888828
03241000,2016,0.5492,0.2902,0.3124,0.1364,0.0537,0.048,0.1009,,500087,910600
03241000,2021,0.547,0.2619,0.2989,0.2127,0.0647,0.0361,0.0514,,492159,899730
03251000,1991,0.6982,0.4338,0.3715,0.0757,0.1189,,,,105459,151036
03251000,1996,0.631,0.4067,0.3734,0.0932,0.1201,,,,102436,162336
03251000,2001,0.5409,0.4139,0.3735,0.0741,0.1243,,,,91036,168291
03251000,2006,0.5075,0.4287,0.3531,0.0845,0.1193,0.0111,,,88224,173829
03251000,2011,0.5143,0.3767,0.3308,0.1522,0.0742,0.0211,,,90274,175518
03251000,2016,0.5508,0.3404,0.2809,0.1161,0.0837,0.0247,0.0773,,98399,178638
03251000,2021,0.582,0.3172,0.2744,0.1571,0.0924,0.0187,0.0456,,104821,180094
03252000,1991,0.7033,0.3909,0.4327,0.0658,0.0833,,,,87869,124937
03252000,1996,0.6489,0.3692,0.4289,0.0944,0.0697,,,,84254,129834
03252000,2001,0.5689,0.4023,0.4152,0.0681,0.0837,,,,73263,128788
03252000,2006,0.5154,0.3638,0.3759,0.0743,0.073,,,,66218,128470
03252000,2011,0.5103,0.3491,0.3734,0.1386,0.0353,0.0243,,,64103,125619
03252000,2016,0.5433,0.3136,0.3318,0.1097,0.0495,0.0326,0.1051,,67073,123466
03252000,2021,0.5345,0.3216,0.3304,0.1512,0.0594,0.0278,0.0513,,65055,121714
03254000,1991,0.7173,0.3951,0.4498,0.0573,0.0378,,,,159516,222384
03254000,1996,0.6829,0.3809,0.4416,0.0828,0.0272,,,,158634,232303
03254000,2001,0.5866,0.404,0.4483,0.0539,0.0342,,,,135931,231741
03254000,2006,0.5226,0.3887,0.4243,0.0683,0.0384,,,,121527,232555
03254000,2011,0.5383,0.3562,0.3961,0.1304,0.0158,0.0207,,,123673,229728
03254000,2016,0.5765,0.3274,0.3572,0.1022,0.0298,0.0285,0.0935,,131706,228467
03254000,2021,0.5897,0.3011,0.3403,0.1543,0.0492,0.0268,0.0515,,133148,225804
03255000,1991,0.7298,0.361,0.5091,0.0423,0.0837,,,,47321,64837
03255000,1996,0.7045,0.3469,0.4712,0.0504,0.0536,,,,47424,67316
03255000,2001,0.6307,0.3623,0.458,0.0375,0.0686,0.009,,,41481,65769
03255000,2006,0.5741,0.384,0.4345,0.0474,0.0887,,,,36622,63794
03255000,2011,0.5497,0.3054,0.4176,0.1165,0.0724,0.0158,,,33479,60902
03255000,2016,0.5721,0.3025,0.3395,0.0888,0.1123,0.0192,0.0777,,33770,59026
03255000,2021,0.5842,0.277,0.3293,0.119,0.1519,0.017,0.0467,,33611,57534
03256000,1991,0.6693,0.4833,0.3906,0.0665,0.0322,,,,61656,92116
03256000,1996,0.6418,0.4584,0.3717,0.0803,0.031,,,,62833,97896
03256000,2001,0.5551,0.4648,0.3837,0.0549,0.0437,,,,55168,99384
03256000,2006,0.5297,0.4579,0.3645,0.0534,0.0443,0.0144,,,53467,100936
03256000,2011,0.5222,0.4137,0.3527,0.1078,0.0276,0.0195,,,52802,101106
03256000,2016,0.5398,0.3991,0.2961,0.0863,0.0342,0.0217,0.0828,,53778,99631
03256000,2021,0.5663,0.3965,0.2734,0.128,0.057,0.0222,0.0517,,56109,99084
03257000,1991,0.7033,0.3867,0.468,0.0566,0.0378,,,,85554,121643
03257000,1996,0.6592,0.3587,0.4599,0.0693,0.0258,,,,84665,128444
03257000,2001,0.5821,0.3741,0.4569,0.0525,0.0346,,,,76268,131015
03257000,2006,0.525,0.3568,0.4613,0.0532,0.04,,,,69636,132634
